"id","item_sub_type","grade","level","cost","exp","required_block","base_stat_growth_min","base_stat_growth_max","extra_stat_growth_min","extra_stat_growth_max","extra_skill_damage_growth_min","extra_skill_damage_growth_max","extra_skill_chance_growth_min","extra_skill_chance_growth_max"
"359","Necklace","3","2","0","12000","150","800","1200","0","0","0","0","0","0"
"360","Necklace","3","3","0","28000","350","800","1200","0","0","0","0","0","0"
"361","Necklace","3","4","10","60000","750","800","1200","2500","3500","900","900","800","800"
"362","Necklace","3","5","20","124000","1550","800","1200","0","0","0","0","0","0"
"363","Necklace","3","6","40","252000","3150","800","1200","0","0","900","900","800","800"
"364","Necklace","3","7","80","508000","6350","800","1200","2500","3500","0","0","0","0"
"365","Necklace","3","8","160","1020000","12750","800","1200","600","1000","0","0","0","0"
"366","Necklace","3","9","320","2044000","25550","800","1200","600","1000","900","900","800","800"
"367","Necklace","3","10","640","4092000","38350","100","300","100","300","0","0","0","0"
"368","Necklace","3","11","1280","6140000","51150","100","300","100","300","0","0","0","0"
"369","Necklace","3","12","2560","8188000","63950","100","300","100","300","0","0","0","0"
"370","Necklace","3","13","5120","10236000","76750","100","300","100","300","0","0","0","0"
"371","Necklace","3","14","10240","12284000","89550","100","300","100","300","0","0","0","0"
"372","Necklace","3","15","20480","14332000","102350","100","300","100","300","0","0","0","0"
"373","Necklace","3","16","40960","16380000","115150","100","300","100","300","0","0","0","0"
"374","Necklace","3","17","81920","18428000","127950","100","300","100","300","0","0","0","0"
"375","Necklace","3","18","163840","20476000","140750","100","300","100","300","0","0","0","0"
"376","Necklace","3","19","327680","22524000","153550","100","300","100","300","0","0","0","0"
"377","Necklace","3","20","655360","24572000","166350","100","300","100","300","0","0","0","0"
"378","Necklace","3","21","1310720","26620000","179150","100","300","100","300","0","0","0","0"
"379","Necklace","4","1","0","150000","1000","800","1200","0","0","0","0","0","0"
"380","Necklace","4","2","0","300000","3000","800","1200","0","0","0","0","0","0"
"381","Necklace","4","3","0","600000","5000","800","1200","0","0","0","0","0","0"
"382","Necklace","4","4","10","1200000","9000","800","1200","2500","3500","900","900","800","800"
"383","Necklace","4","5","20","2400000","17000","800","1200","0","0","0","0","0","0"
"384","Necklace","4","6","40","4800000","25000","800","1200","0","0","900","900","800","800"
"385","Necklace","4","7","80","9600000","33000","800","1200","2500","3500","0","0","0","0"
"386","Necklace","4","8","160","19200000","41000","800","1200","600","1000","0","0","0","0"
"387","Necklace","4","9","320","38400000","51000","800","1200","600","1000","900","900","800","800"
"388","Necklace","4","10","640","76800000","61000","100","300","100","300","0","0","0","0"
"389","Necklace","4","11","1280","115200000","71000","100","300","100","300","0","0","0","0"
"390","Necklace","4","12","2560","153600000","81000","100","300","100","300","0","0","0","0"
"391","Necklace","4","13","5120","192000000","91000","100","300","100","300","0","0","0","0"
"392","Necklace","4","14","10240","230400000","101000","100","300","100","300","0","0","0","0"
"393","Necklace","4","15","20480","268800000","111000","100","300","100","300","0","0","0","0"
"394","Necklace","4","16","40960","307200000","121000","100","300","100","300","0","0","0","0"
"395","Necklace","4","17","81920","345600000","131000","100","300","100","300","0","0","0","0"
"396","Necklace","4","18","163840","384000000","141000","100","300","100","300","0","0","0","0"
"397","Necklace","4","19","327680","422400000","151000","100","300","100","300","0","0","0","0"
"398","Necklace","4","20","655360","460800000","161000","100","300","100","300","0","0","0","0"
"399","Necklace","4","21","1310720","499200000","171000","100","300","100","300","0","0","0","0"
"400","Necklace","5","1","0","4000000","4000","1300","1400","1200","1300","0","0","0","0"
"401","Necklace","5","2","0","8000000","8000","1300","1400","1200","1300","0","0","0","0"
"402","Necklace","5","3","0","16000000","12000","1300","1400","1200","1300","0","0","0","0"
"403","Necklace","5","4","20","32000000","16000","3500","3600","3500","3600","2000","2000","1500","1500"
"404","Necklace","5","5","40","64000000","24000","1300","1400","1200","1300","0","0","0","0"
"405","Necklace","5","6","80","128000000","32000","1300","1400","1200","1300","2000","2000","1500","1500"
"406","Necklace","5","7","160","256000000","40000","1300","1400","1200","1300","0","0","0","0"
"407","Necklace","5","8","320","512000000","48000","1300","1400","1200","1300","0","0","0","0"
"408","Necklace","5","9","640","1024000000","60000","1300","1400","1200","1300","2000","2000","1500","1500"
"409","Necklace","5","10","1280","2048000000","72000","100","300","100","300","0","0","0","0"
"410","Necklace","5","11","2560","3072000000","84000","100","300","100","300","0","0","0","0"
"411","Necklace","5","12","5120","4096000000","96000","100","300","100","300","0","0","0","0"
"412","Necklace","5","13","10240","5120000000","108000","100","300","100","300","0","0","0","0"
"413","Necklace","5","14","20480","6144000000","120000","100","300","100","300","0","0","0","0"
"414","Necklace","5","15","40960","7168000000","132000","100","300","100","300","0","0","0","0"
"415","Necklace","5","16","81920","8192000000","144000","100","300","100","300","0","0","0","0"
"416","Necklace","5","17","163840","9216000000","156000","100","300","100","300","0","0","0","0"
"417","Necklace","5","18","327680","10240000000","168000","100","300","100","300","0","0","0","0"
"418","Necklace","5","19","655360","11264000000","180000","100","300","100","300","0","0","0","0"
"419","Necklace","5","20","1310720","12288000000","192000","100","300","100","300","0","0","0","0"
"420","Necklace","5","21","2621440","13312000000","204000","100","300","100","300","0","0","0","0"
"421","Ring","1","1","0","10","20","800","1200","0","0","0","0","0","0"
"422","Ring","1","2","0","30","40","800","1200","0","0","0","0","0","0"
"423","Ring","1","3","0","70","60","800","1200","0","0","0","0","0","0"
"424","Ring","1","4","10","150","80","800","1200","2500","3500","900","900","800","800"
"425","Ring","1","5","20","310","280","800","1200","0","0","0","0","0","0"
"426","Ring","1","6","40","630","480","800","1200","0","0","900","900","800","800"
"427","Ring","1","7","80","1270","680","800","1200","2500","3500","0","0","0","0"
"428","Ring","1","8","160","2550","880","800","1200","600","1000","0","0","0","0"
"429","Ring","1","9","320","5110","2880","800","1200","600","1000","900","900","800","800"
"430","Ring","1","10","640","10230","4880","100","300","100","300","0","0","0","0"
"431","Ring","1","11","1280","15350","6880","100","300","100","300","0","0","0","0"
"432","Ring","1","12","2560","20470","8880","100","300","100","300","0","0","0","0"
"433","Ring","1","13","5120","25590","10880","100","300","100","300","0","0","0","0"
"434","Ring","1","14","10240","30710","12880","100","300","100","300","0","0","0","0"
"435","Ring","1","15","20480","35830","14880","100","300","100","300","0","0","0","0"
"436","Ring","1","16","40960","40950","16880","100","300","100","300","0","0","0","0"
"437","Ring","1","17","81920","46070","18880","100","300","100","300","0","0","0","0"
"438","Ring","1","18","163840","51190","20880","100","300","100","300","0","0","0","0"
"439","Ring","1","19","327680","56310","22880","100","300","100","300","0","0","0","0"
"440","Ring","1","20","655360","61430","24880","100","300","100","300","0","0","0","0"
"441","Ring","1","21","1310720","66550","26880","100","300","100","300","0","0","0","0"
"442","Ring","2","1","0","200","30","800","1200","0","0","0","0","0","0"
"443","Ring","2","2","0","600","150","800","1200","0","0","0","0","0","0"
"444","Ring","2","3","0","1400","450","800","1200","0","0","0","0","0","0"
"445","Ring","2","4","10","3000","1650","800","1200","2500","3500","900","900","800","800"
"446","Ring","2","5","20","6200","2850","800","1200","0","0","0","0","0","0"
"447","Ring","2","6","40","12600","5250","800","1200","0","0","900","900","800","800"
"448","Ring","2","7","80","25400","7650","800","1200","2500","3500","0","0","0","0"
"449","Ring","2","8","160","51000","12650","800","1200","600","1000","0","0","0","0"
"450","Ring","2","9","320","102200","17650","800","1200","600","1000","900","900","800","800"
"451","Ring","2","10","640","204600","22650","100","300","100","300","0","0","0","0"
"452","Ring","2","11","1280","307000","27650","100","300","100","300","0","0","0","0"
"453","Ring","2","12","2560","409400","32650","100","300","100","300","0","0","0","0"
"454","Ring","2","13","5120","511800","37650","100","300","100","300","0","0","0","0"
"455","Ring","2","14","10240","614200","42650","100","300","100","300","0","0","0","0"
"456","Ring","2","15","20480","716600","47650","100","300","100","300","0","0","0","0"
"457","Ring","2","16","40960","819000","52650","100","300","100","300","0","0","0","0"
"458","Ring","2","17","81920","921400","57650","100","300","100","300","0","0","0","0"
"459","Ring","2","18","163840","1023800","62650","100","300","100","300","0","0","0","0"
"460","Ring","2","19","327680","1126200","67650","100","300","100","300","0","0","0","0"
"461","Ring","2","20","655360","1228600","72650","100","300","100","300","0","0","0","0"
"462","Ring","2","21","1310720","1331000","77650","100","300","100","300","0","0","0","0"
"463","Ring","3","1","0","4000","50","800","1200","0","0","0","0","0","0"
"464","Ring","3","2","0","12000","150","800","1200","0","0","0","0","0","0"
"465","Ring","3","3","0","28000","350","800","1200","0","0","0","0","0","0"
"466","Ring","3","4","10","60000","750","800","1200","2500","3500","900","900","800","800"
"467","Ring","3","5","20","124000","1550","800","1200","0","0","0","0","0","0"
"468","Ring","3","6","40","252000","3150","800","1200","0","0","900","900","800","800"
"469","Ring","3","7","80","508000","6350","800","1200","2500","3500","0","0","0","0"
"470","Ring","3","8","160","1020000","12750","800","1200","600","1000","0","0","0","0"
"471","Ring","3","9","320","2044000","25550","800","1200","600","1000","900","900","800","800"
"472","Ring","3","10","640","4092000","38350","100","300","100","300","0","0","0","0"
"473","Ring","3","11","1280","6140000","51150","100","300","100","300","0","0","0","0"
"474","Ring","3","12","2560","8188000","63950","100","300","100","300","0","0","0","0"
"475","Ring","3","13","5120","10236000","76750","100","300","100","300","0","0","0","0"
"476","Ring","3","14","10240","12284000","89550","100","300","100","300","0","0","0","0"
"477","Ring","3","15","20480","14332000","102350","100","300","100","300","0","0","0","0"
"478","Ring","3","16","40960","16380000","115150","100","300","100","300","0","0","0","0"
"479","Ring","3","17","81920","18428000","127950","100","300","100","300","0","0","0","0"
"480","Ring","3","18","163840","20476000","140750","100","300","100","300","0","0","0","0"
"481","Ring","3","19","327680","22524000","153550","100","300","100","300","0","0","0","0"
"482","Ring","3","20","655360","24572000","166350","100","300","100","300","0","0","0","0"
"483","Ring","3","21","1310720","26620000","179150","100","300","100","300","0","0","0","0"
"484","Ring","4","1","0","150000","1000","800","1200","0","0","0","0","0","0"
"485","Ring","4","2","0","300000","3000","800","1200","0","0","0","0","0","0"
"486","Ring","4","3","0","600000","5000","800","1200","0","0","0","0","0","0"
"487","Ring","4","4","10","1200000","9000","800","1200","2500","3500","900","900","800","800"
"488","Ring","4","5","20","2400000","17000","800","1200","0","0","0","0","0","0"
"489","Ring","4","6","40","4800000","25000","800","1200","0","0","900","900","800","800"
"490","Ring","4","7","80","9600000","33000","800","1200","2500","3500","0","0","0","0"
"491","Ring","4","8","160","19200000","41000","800","1200","600","1000","0","0","0","0"
"492","Ring","4","9","320","38400000","51000","800","1200","600","1000","900","900","800","800"
"493","Ring","4","10","640","76800000","61000","100","300","100","300","0","0","0","0"
"494","Ring","4","11","1280","115200000","71000","100","300","100","300","0","0","0","0"
"495","Ring","4","12","2560","153600000","81000","100","300","100","300","0","0","0","0"
"496","Ring","4","13","5120","192000000","91000","100","300","100","300","0","0","0","0"
"497","Ring","4","14","10240","230400000","101000","100","300","100","300","0","0","0","0"
"498","Ring","4","15","20480","268800000","111000","100","300","100","300","0","0","0","0"
"499","Ring","4","16","40960","307200000","121000","100","300","100","300","0","0","0","0"
"500","Ring","4","17","81920","345600000","131000","100","300","100","300","0","0","0","0"
"501","Ring","4","18","163840","384000000","141000","100","300","100","300","0","0","0","0"
"502","Ring","4","19","327680","422400000","151000","100","300","100","300","0","0","0","0"
"503","Ring","4","20","655360","460800000","161000","100","300","100","300","0","0","0","0"
"504","Ring","4","21","1310720","499200000","171000","100","300","100","300","0","0","0","0"
"505","Ring","5","1","0","4000000","4000","1300","1400","1200","1300","0","0","0","0"
"506","Ring","5","2","0","8000000","8000","1300","1400","1200","1300","0","0","0","0"
"507","Ring","5","3","0","16000000","12000","1300","1400","1200","1300","0","0","0","0"
"508","Ring","5","4","20","32000000","16000","3500","3600","3500","3600","2000","2000","1500","1500"
"509","Ring","5","5","40","64000000","24000","1300","1400","1200","1300","0","0","0","0"
"510","Ring","5","6","80","128000000","32000","1300","1400","1200","1300","2000","2000","1500","1500"
"511","Ring","5","7","160","256000000","40000","1300","1400","1200","1300","0","0","0","0"
"512","Ring","5","8","320","512000000","48000","1300","1400","1200","1300","0","0","0","0"
"513","Ring","5","9","640","1024000000","60000","1300","1400","1200","1300","2000","2000","1500","1500"
"514","Ring","5","10","1280","2048000000","72000","100","300","100","300","0","0","0","0"
"515","Ring","5","11","2560","3072000000","84000","100","300","100","300","0","0","0","0"
"516","Ring","5","12","5120","4096000000","96000","100","300","100","300","0","0","0","0"
"517","Ring","5","13","10240","5120000000","108000","100","300","100","300","0","0","0","0"
"518","Ring","5","14","20480","6144000000","120000","100","300","100","300","0","0","0","0"
"519","Ring","5","15","40960","7168000000","132000","100","300","100","300","0","0","0","0"
"520","Ring","5","16","81920","8192000000","144000","100","300","100","300","0","0","0","0"
"521","Ring","5","17","163840","9216000000","156000","100","300","100","300","0","0","0","0"
"522","Ring","5","18","327680","10240000000","168000","100","300","100","300","0","0","0","0"
"523","Ring","5","19","655360","11264000000","180000","100","300","100","300","0","0","0","0"
"524","Ring","5","20","1310720","12288000000","192000","100","300","100","300","0","0","0","0"
"525","Ring","5","21","2621440","13312000000","204000","100","300","100","300","0","0","0","0"
"526","Aura","1","1","0","2","1","600","700","600","700","0","0","0","0"
"527","Aura","1","2","0","4","1","600","700","600","700","0","0","0","0"
"528","Aura","1","3","0","8","1","600","700","600","700","600","700","800","900"
"529","Aura","1","4","0","16","1","600","700","600","700","0","0","0","0"
"530","Aura","1","5","0","32","1","600","700","600","700","0","0","0","0"
"531","Aura","1","6","0","64","1","600","700","600","700","600","700","800","900"
"532","Aura","1","7","0","128","1","600","700","600","700","0","0","0","0"
"533","Aura","1","8","0","256","1","600","700","600","700","0","0","0","0"
"534","Aura","1","9","0","512","1","600","700","600","700","600","700","800","900"
"535","Aura","1","10","0","1024","1","600","700","600","700","300","400","200","200"
"536","Aura","1","11","0","2048","1","600","700","600","700","300","400","200","200"
"537","Aura","1","12","0","4096","1","600","700","600","700","300","400","200","200"
"538","Aura","1","13","0","8192","1","600","700","600","700","300","400","200","200"
"539","Aura","1","14","0","16384","1","600","700","600","700","300","400","200","200"
"540","Aura","1","15","0","32768","1","600","700","600","700","300","400","200","200"
"541","Aura","1","16","0","65536","1","600","700","600","700","300","400","200","200"
"542","Aura","1","17","0","131072","1","600","700","600","700","300","400","200","200"
"543","Aura","1","18","0","262144","1","600","700","600","700","300","400","200","200"
"544","Aura","1","19","0","524288","1","600","700","600","700","300","400","200","200"
"545","Aura","1","20","0","1048576","1","600","700","600","700","300","400","200","200"
"546","Aura","1","21","0","2097152","1","600","700","600","700","300","400","200","200"
"547","Aura","2","1","0","40","1","600","700","600","700","0","0","0","0"
"548","Aura","2","2","0","80","1","600","700","600","700","0","0","0","0"
"549","Aura","2","3","0","160","1","600","700","600","700","800","900","800","900"
"550","Aura","2","4","0","320","1","600","700","600","700","0","0","0","0"
"551","Aura","2","5","0","640","1","600","700","600","700","0","0","0","0"
"552","Aura","2","6","0","1280","1","600","700","600","700","800","900","800","900"
"553","Aura","2","7","0","2560","1","600","700","600","700","0","0","0","0"
"554","Aura","2","8","0","5120","1","600","700","600","700","0","0","0","0"
"555","Aura","2","9","0","10240","1","600","700","600","700","800","900","800","900"
"556","Aura","2","10","0","20480","1","600","700","600","700","500","600","200","200"
"557","Aura","2","11","0","40960","1","600","700","600","700","500","600","200","200"
"558","Aura","2","12","0","81920","1","600","700","600","700","500","600","200","200"
"559","Aura","2","13","0","163840","1","600","700","600","700","500","600","200","200"
"560","Aura","2","14","0","327680","1","600","700","600","700","500","600","200","200"
"561","Aura","2","15","0","655360","1","600","700","600","700","500","600","200","200"
"562","Aura","2","16","0","1310720","1","600","700","600","700","500","600","200","200"
"563","Aura","2","17","0","2621440","1","600","700","600","700","500","600","200","200"
"564","Aura","2","18","0","5242880","1","600","700","600","700","500","600","200","200"
"565","Aura","2","19","0","10485760","1","600","700","600","700","500","600","200","200"
"566","Aura","2","20","0","20971520","1","600","700","600","700","500","600","200","200"
"567","Aura","2","21","0","41943040","1","600","700","600","700","500","600","200","200"
"568","Aura","3","1","0","800","1","600","700","600","700","0","0","0","0"
"569","Aura","3","2","0","1600","1","600","700","600","700","0","0","0","0"
"570","Aura","3","3","0","3200","1","600","700","600","700","1000","1100","800","900"
"571","Aura","3","4","0","6400","1","600","700","600","700","0","0","0","0"
"572","Aura","3","5","0","12800","1","600","700","600","700","0","0","0","0"
"573","Aura","3","6","0","25600","1","600","700","600","700","1000","1100","800","900"
"574","Aura","3","7","0","51200","1","600","700","600","700","0","0","0","0"
"575","Aura","3","8","0","102400","1","600","700","600","700","0","0","0","0"
"576","Aura","3","9","0","204800","1","600","700","600","700","1000","1100","800","900"
"577","Aura","3","10","0","409600","1","600","700","600","700","800","900","200","200"
"578","Aura","3","11","0","819200","1","600","700","600","700","800","900","200","200"
"579","Aura","3","12","0","1638400","1","600","700","600","700","800","900","200","200"
"580","Aura","3","13","0","3276800","1","600","700","600","700","800","900","200","200"
"581","Aura","3","14","0","6553600","1","600","700","600","700","800","900","200","200"
"582","Aura","3","15","0","13107200","1","600","700","600","700","800","900","200","200"
"583","Aura","3","16","0","26214400","1","600","700","600","700","800","900","200","200"
"584","Aura","3","17","0","52428800","1","600","700","600","700","800","900","200","200"
"585","Aura","3","18","0","104857600","1","600","700","600","700","800","900","200","200"
"586","Aura","3","19","0","209715200","1","600","700","600","700","800","900","200","200"
"587","Aura","3","20","0","419430400","1","600","700","600","700","800","900","200","200"
"588","Aura","3","21","0","838860800","1","600","700","600","700","800","900","200","200"
"589","Aura","4","1","0","8000","1","700","800","700","800","0","0","0","0"
"590","Aura","4","2","0","16000","1","800","900","800","900","0","0","0","0"
"591","Aura","4","3","0","32000","1","900","1000","900","1000","3000","3100","800","900"
"592","Aura","4","4","0","64000","1","1000","1100","1000","1100","0","0","0","0"
"593","Aura","4","5","0","128000","1","1500","1600","1500","1600","0","0","0","0"
"594","Aura","4","6","0","256000","1","2000","2100","2000","2100","3000","3100","800","900"
"595","Aura","4","7","0","512000","1","1800","1900","1800","1900","1500","1600","200","200"
"596","Aura","4","8","0","1024000","1","1600","1700","1600","1700","1500","1600","200","200"
"597","Aura","4","9","0","2048000","1","1400","1500","1400","1500","3000","3100","800","900"
"598","Aura","4","10","0","4096000","1","1200","1300","1200","1300","1200","1300","200","200"
"599","Aura","4","11","0","8192000","1","1000","1100","1000","1100","1200","1300","200","200"
"600","Aura","4","12","0","16384000","1","1000","1100","1000","1100","1200","1300","200","200"
"601","Aura","4","13","0","32768000","1","1000","1100","1000","1100","1200","1300","200","200"
"602","Aura","4","14","0","65536000","1","1000","1100","1000","1100","1200","1300","200","200"
"603","Aura","4","15","0","131072000","1","1000","1100","1000","1100","1200","1300","200","200"
"604","Aura","4","16","0","262144000","1","1000","1100","1000","1100","1200","1300","200","200"
"605","Aura","4","17","0","524288000","1","1000","1100","1000","1100","1200","1300","200","200"
"606","Aura","4","18","0","1048576000","1","1000","1100","1000","1100","1200","1300","200","200"
"607","Aura","4","19","0","2097152000","1","1000","1100","1000","1100","1200","1300","200","200"
"608","Aura","4","20","0","4194304000","1","1000","1100","1000","1100","1200","1300","200","200"
"609","Aura","4","21","0","8388608000","1","1000","1100","1000","1100","1200","1300","200","200"
"610","Aura","5","1","0","68000","1","700","800","700","800","0","0","0","0"
"611","Aura","5","2","0","115600","1","800","900","800","900","0","0","0","0"
"612","Aura","5","3","0","196520","1","900","1000","900","1000","3600","3700","800","900"
"613","Aura","5","4","0","334084","1","1000","1100","1000","1100","0","0","0","0"
"614","Aura","5","5","0","567942","1","1500","1600","1500","1600","0","0","0","0"
"615","Aura","5","6","0","965501","1","2000","2100","2000","2100","5000","5100","800","900"
"616","Aura","5","7","0","1641351","1","1800","1900","1800","1900","2000","2100","200","200"
"617","Aura","5","8","0","2790296","1","1600","1700","1600","1700","2000","2100","200","200"
"618","Aura","5","9","0","4743503","1","1400","1500","1400","1500","5000","5100","800","900"
"619","Aura","5","10","0","8063955","1","1200","1300","1200","1300","1500","1600","200","200"
"620","Aura","5","11","0","13708723","1","1000","1100","1000","1100","1500","1600","200","200"
"621","Aura","5","12","0","23304829","1","1000","1100","1000","1100","1500","1600","200","200"
"622","Aura","5","13","0","39618209","1","1000","1100","1000","1100","1500","1600","200","200"
"623","Aura","5","14","0","67350955","1","1000","1100","1000","1100","1500","1600","200","200"
"624","Aura","5","15","0","114496623","1","1000","1100","1000","1100","1500","1600","200","200"
"625","Aura","5","16","0","194644259","1","1000","1100","1000","1100","1500","1600","200","200"
"626","Aura","5","17","0","330895240","1","1000","1100","1000","1100","1500","1600","200","200"
"627","Aura","5","18","0","562521908","1","1000","1100","1000","1100","1500","1600","200","200"
"628","Aura","5","19","0","956287243","1","1000","1100","1000","1100","1500","1600","200","200"
"629","Aura","5","20","0","1625688313","1","1000","1100","1000","1100","1500","1600","200","200"
"630","Aura","5","21","0","2763670132","1","1000","1100","1000","1100","1500","1600","200","200"
"631","Weapon","6","1","0","15000000","2700","500","800","300","600","0","0","0","0"
"632","Weapon","6","2","0","25000000","5400","500","800","300","600","0","0","0","0"
"633","Weapon","6","3","0","40000000","8100","500","800","300","600","0","0","0","0"
"634","Weapon","6","4","20","65000000","10800","1500","2000","1300","1800","900","900","800","800"
"635","Weapon","6","5","20","90000000","13500","500","800","300","600","0","0","0","0"
"636","Weapon","6","6","20","140000000","16200","500","800","300","600","0","0","0","0"
"637","Weapon","6","7","20","200000000","18900","500","800","300","600","0","0","0","0"
"638","Weapon","6","8","40","280000000","21600","1500","2000","1300","1800","900","900","800","800"
"639","Weapon","6","9","40","400000000","24300","500","800","300","600","0","0","0","0"
"640","Weapon","6","10","40","500000000","27000","500","800","300","600","0","0","0","0"
"641","Weapon","6","11","40","600000000","29700","500","800","300","600","0","0","0","0"
"642","Weapon","6","12","60","700000000","32400","1500","2000","1300","1800","900","900","800","800"
"643","Weapon","6","13","60","850000000","35100","500","800","300","600","0","0","0","0"
"644","Weapon","6","14","60","1000000000","37800","500","800","300","600","0","0","0","0"
"645","Weapon","6","15","60","1150000000","40500","500","800","300","600","0","0","0","0"
"646","Weapon","6","16","80","1300000000","43200","1500","2000","1300","1800","900","900","800","800"
"647","Weapon","6","17","80","1450000000","45900","500","800","300","600","0","0","0","0"
"648","Weapon","6","18","80","1600000000","48600","500","800","300","600","0","0","0","0"
"649","Weapon","6","19","80","1750000000","51300","500","800","300","600","0","0","0","0"
"650","Weapon","6","20","120","1900000000","54000","1500","2000","1300","1800","900","900","800","800"
"651","Weapon","6","21","120","2050000000","56700","500","800","300","600","0","0","0","0"
"652","Weapon","6","22","120","2200000000","59400","500","800","300","600","0","0","0","0"
"653","Weapon","6","23","120","2350000000","62100","500","800","300","600","0","0","0","0"
"654","Weapon","6","24","160","2500000000","64800","1500","2000","1300","1800","900","900","800","800"
"655","Weapon","6","25","160","2650000000","67500","500","800","300","600","0","0","0","0"
"656","Weapon","6","26","320","2800000000","70200","300","500","240","400","0","0","0","0"
"657","Weapon","6","27","480","2950000000","72900","300","500","240","400","0","0","0","0"
"658","Weapon","6","28","640","3100000000","75600","780","1300","720","1200","900","900","800","800"
"659","Weapon","6","29","800","3250000000","78300","240","400","180","300","0","0","0","0"
"660","Weapon","6","30","960","3400000000","81000","240","400","180","300","0","0","0","0"
"661","Weapon","6","31","1200","3550000000","83700","240","400","180","300","0","0","0","0"
"662","Weapon","6","32","1500","3700000000","86400","480","800","480","800","900","900","800","800"
"663","Weapon","6","33","1800","3850000000","89100","180","300","120","200","0","0","0","0"
"664","Weapon","6","34","2100","4000000000","91800","180","300","120","200","0","0","0","0"
"665","Weapon","6","35","2400","4150000000","94500","180","300","120","200","0","0","0","0"
"666","Weapon","6","36","3000","4300000000","97200","360","600","300","500","900","900","800","800"
"667","Weapon","6","37","4000","4450000000","99900","120","200","90","150","0","0","0","0"
"668","Weapon","6","38","5000","4600000000","102600","120","200","90","150","0","0","0","0"
"669","Weapon","6","39","6000","4750000000","105300","120","200","90","150","0","0","0","0"
"670","Weapon","6","40","8000","4900000000","108000","240","400","180","300","900","900","800","800"
"671","Armor","6","1","0","15000000","2700","500","800","300","600","0","0","0","0"
"672","Armor","6","2","0","25000000","5400","500","800","300","600","0","0","0","0"
"673","Armor","6","3","0","40000000","8100","500","800","300","600","0","0","0","0"
"674","Armor","6","4","20","65000000","10800","1500","2000","1300","1800","900","900","800","800"
"675","Armor","6","5","20","90000000","13500","500","800","300","600","0","0","0","0"
"676","Armor","6","6","20","140000000","16200","500","800","300","600","0","0","0","0"
"677","Armor","6","7","20","200000000","18900","500","800","300","600","0","0","0","0"
"678","Armor","6","8","40","280000000","21600","1500","2000","1300","1800","900","900","800","800"
"679","Armor","6","9","40","400000000","24300","500","800","300","600","0","0","0","0"
"680","Armor","6","10","40","500000000","27000","500","800","300","600","0","0","0","0"
"681","Armor","6","11","40","600000000","29700","500","800","300","600","0","0","0","0"
"682","Armor","6","12","60","700000000","32400","1500","2000","1300","1800","900","900","800","800"
"683","Armor","6","13","60","850000000","35100","500","800","300","600","0","0","0","0"
"684","Armor","6","14","60","1000000000","37800","500","800","300","600","0","0","0","0"
"685","Armor","6","15","60","1150000000","40500","500","800","300","600","0","0","0","0"
"686","Armor","6","16","80","1300000000","43200","1500","2000","1300","1800","900","900","800","800"
"687","Armor","6","17","80","1450000000","45900","500","800","300","600","0","0","0","0"
"688","Armor","6","18","80","1600000000","48600","500","800","300","600","0","0","0","0"
"689","Armor","6","19","80","1750000000","51300","500","800","300","600","0","0","0","0"
"690","Armor","6","20","120","1900000000","54000","1500","2000","1300","1800","900","900","800","800"
"691","Armor","6","21","120","2050000000","56700","500","800","300","600","0","0","0","0"
"692","Armor","6","22","120","2200000000","59400","500","800","300","600","0","0","0","0"
"693","Armor","6","23","120","2350000000","62100","500","800","300","600","0","0","0","0"
"694","Armor","6","24","160","2500000000","64800","1500","2000","1300","1800","900","900","800","800"
"695","Armor","6","25","160","2650000000","67500","500","800","300","600","0","0","0","0"
"696","Armor","6","26","320","2800000000","70200","300","500","240","400","0","0","0","0"
"697","Armor","6","27","480","2950000000","72900","300","500","240","400","0","0","0","0"
"698","Armor","6","28","640","3100000000","75600","780","1300","720","1200","900","900","800","800"
"699","Armor","6","29","800","3250000000","78300","240","400","180","300","0","0","0","0"
"700","Armor","6","30","960","3400000000","81000","240","400","180","300","0","0","0","0"
"701","Armor","6","31","1200","3550000000","83700","240","400","180","300","0","0","0","0"
"702","Armor","6","32","1500","3700000000","86400","480","800","480","800","900","900","800","800"
"703","Armor","6","33","3000","3850000000","89100","180","300","120","200","0","0","0","0"
"704","Armor","6","34","5000","4000000000","91800","180","300","120","200","0","0","0","0"
"705","Armor","6","35","8000","4150000000","94500","180","300","120","200","0","0","0","0"
"706","Armor","6","36","12000","4300000000","97200","360","600","300","500","900","900","800","800"
"707","Armor","6","37","20000","4450000000","99900","120","200","90","150","0","0","0","0"
"708","Armor","6","38","40000","4600000000","102600","120","200","90","150","0","0","0","0"
"709","Armor","6","39","80000","4750000000","105300","120","200","90","150","0","0","0","0"
"710","Armor","6","40","160000","4900000000","108000","240","400","180","300","900","900","800","800"
"711","Belt","6","1","0","15000000","2700","500","800","300","600","0","0","0","0"
"712","Belt","6","2","0","25000000","5400","500","800","300","600","0","0","0","0"
"713","Belt","6","3","0","40000000","8100","500","800","300","600","0","0","0","0"
"714","Belt","6","4","20","65000000","10800","1500","2000","1300","1800","900","900","800","800"
"715","Belt","6","5","20","90000000","13500","500","800","300","600","0","0","0","0"
"716","Belt","6","6","20","140000000","16200","500","800","300","600","0","0","0","0"
"717","Belt","6","7","20","200000000","18900","500","800","300","600","0","0","0","0"
"718","Belt","6","8","40","280000000","21600","1500","2000","1300","1800","900","900","800","800"
"719","Belt","6","9","40","400000000","24300","500","800","300","600","0","0","0","0"
