event_dungeon_stage_id,wave,monster1_id,monster1_level,monster1_count,monster2_id,monster2_level,monster2_count,monster3_id,monster3_level,monster3_count,monster4_id,monster4_level,monster4_count,has_boss
10160005,3,203000,200,2,203003,200,1,,,,,,,0
10160006,1,203000,230,1,,,,,,,,,,0
10160006,2,203000,230,1,203003,230,1,,,,,,,0
10160006,3,203000,230,2,203007,230,1,,,,,,,1
10160007,1,205001,260,1,,,,,,,,,,0
10160007,2,205001,260,1,205003,260,1,,,,,,,0
10160007,3,205001,260,2,205003,260,1,,,,,,,0
10160008,1,205001,290,1,,,,,,,,,,0
10160008,2,205001,290,1,205003,290,1,,,,,,,0
10160008,3,205001,290,2,205007,290,1,,,,,,,1
10160009,1,206000,320,1,,,,,,,,,,0
10160009,2,206000,320,1,206006,320,1,,,,,,,0
10160009,3,206000,320,2,206006,320,1,,,,,,,0
10160010,1,206000,350,1,,,,,,,,,,0
10160010,2,206000,350,1,206006,350,1,,,,,,,0
10160010,3,206000,350,2,206007,350,1,,,,,,,1
10160011,1,207000,360,1,,,,,,,,,,0
10160011,2,207000,360,1,207004,360,1,,,,,,,0
10160011,3,207000,360,2,207004,360,1,,,,,,,0
10160012,1,207000,370,1,,,,,,,,,,0
10160012,2,207000,370,1,207004,370,1,,,,,,,0
10160012,3,207000,370,2,207007,370,1,,,,,,,1
10160013,1,208000,380,1,,,,,,,,,,0
10160013,2,208000,380,1,208006,380,1,,,,,,,0
10160013,3,208000,380,2,208006,380,1,,,,,,,0
10160014,1,208000,390,1,,,,,,,,,,0
10160014,2,208000,390,1,208006,390,1,,,,,,,0
10160014,3,208000,390,2,208007,390,1,,,,,,,1
10160015,1,209000,395,1,,,,,,,,,,0
10160015,2,209000,395,1,209003,395,1,,,,,,,0
10160015,3,209000,395,2,209003,395,1,,,,,,,0
10160016,1,209000,397,1,,,,,,,,,,0
10160016,2,209000,417,1,209006,417,1,,,,,,,0
10160016,3,209000,417,2,209006,417,1,,,,,,,1
10160017,1,209000,420,1,,,,,,,,,,0
10160017,2,209000,420,1,209004,420,1,,,,,,,0
10160017,3,209000,420,2,209004,420,1,,,,,,,0
10160018,1,209001,422,1,,,,,,,,,,0
10160018,2,209001,422,1,209004,422,1,,,,,,,0
10160018,3,209001,422,2,209007,422,1,,,,,,,0
10160019,1,209001,436,1,,,,,,,,,,0
10160019,2,209001,436,1,209005,436,1,,,,,,,0
10160019,3,209001,436,2,209005,436,1,,,,,,,0
10160020,1,209001,440,1,,,,,,,,,,0
10160020,2,209001,440,1,209006,440,1,,,,,,,0
10160020,3,209001,440,2,209007,440,2,,,,,,,1
10170001,1,201000,230,1,,,,,,,,,,0
10170001,2,201000,230,1,201002,230,1,,,,,,,0
10170001,3,201000,230,2,201002,230,1,,,,,,,0
10170002,1,201000,260,1,,,,,,,,,,0
10170002,2,201000,260,1,201002,260,1,,,,,,,0
10170002,3,201000,260,2,201005,260,1,,,,,,,1
10170003,1,202000,290,1,,,,,,,,,,0
10170003,2,202000,290,1,202001,290,1,,,,,,,0
10170003,3,202000,290,2,202001,290,1,,,,,,,0
10170004,1,202000,320,1,,,,,,,,,,0
10170004,2,202000,320,1,202001,320,1,,,,,,,0
10170004,3,202000,320,2,202007,320,1,,,,,,,1
10170005,1,203000,350,1,,,,,,,,,,0
10170005,2,203000,350,1,203003,350,1,,,,,,,0
10170005,3,203000,350,2,203003,350,1,,,,,,,0
10170006,1,203000,360,1,,,,,,,,,,0
10170006,2,203000,360,1,203003,360,1,,,,,,,0
10170006,3,203000,360,2,203007,360,1,,,,,,,1
10170007,1,205001,370,1,,,,,,,,,,0
10170007,2,205001,370,1,205003,370,1,,,,,,,0
10170007,3,205001,370,2,205003,370,1,,,,,,,0
10170008,1,205001,380,1,,,,,,,,,,0
10170008,2,205001,380,1,205003,380,1,,,,,,,0
10170008,3,205001,380,2,205007,380,1,,,,,,,1
10170009,1,206000,390,1,,,,,,,,,,0
10170009,2,206000,390,1,206006,390,1,,,,,,,0
10170009,3,206000,390,2,206006,390,1,,,,,,,0
10170010,1,206000,395,1,,,,,,,,,,0
10170010,2,206000,395,1,206006,395,1,,,,,,,0
10170010,3,206000,395,2,206007,359,1,,,,,,,1
10170011,1,207000,397,1,,,,,,,,,,0
10170011,2,207000,417,1,207004,417,1,,,,,,,0
10170011,3,207000,417,2,207004,417,1,,,,,,,0
10170012,1,207000,420,1,,,,,,,,,,0
10170012,2,207000,420,1,207004,420,1,,,,,,,0
10170012,3,207000,420,2,207007,420,1,,,,,,,1
10170013,1,208000,422,1,,,,,,,,,,0
10170013,2,208000,422,1,208006,422,1,,,,,,,0
10170013,3,208000,422,2,208006,422,1,,,,,,,0
10170014,1,208000,436,1,,,,,,,,,,0
10170014,2,208000,436,1,208006,436,1,,,,,,,0
10170014,3,208000,436,2,208007,436,1,,,,,,,1
10170015,1,209000,440,1,,,,,,,,,,0
10170015,2,209000,440,1,209003,440,1,,,,,,,0
10170015,3,209000,440,2,209003,440,1,,,,,,,0
10170016,1,209000,444,1,,,,,,,,,,0
10170016,2,209000,444,1,209006,444,1,,,,,,,0
10170016,3,209000,444,2,209006,444,1,,,,,,,1
10170017,1,209000,448,1,,,,,,,,,,0
10170017,2,209000,448,1,209004,448,1,,,,,,,0
10170017,3,209000,448,2,209004,448,1,,,,,,,0
10170018,1,209001,452,1,,,,,,,,,,0
10170018,2,209001,452,1,209004,452,1,,,,,,,0
10170018,3,209001,452,2,209007,452,1,,,,,,,0
10170019,1,209001,456,1,,,,,,,,,,0
10170019,2,209001,456,1,209005,456,1,,,,,,,0
10170019,3,209001,456,2,209005,456,1,,,,,,,0
10170020,1,209001,460,1,,,,,,,,,,0
10170020,2,209001,460,1,209006,460,1,,,,,,,0
10170020,3,209001,460,2,209007,460,2,,,,,,,1
10180001,1,204010,120,1,,,,,,,,,,0
10180001,2,204010,120,1,201001,120,1,,,,,,,0
10180001,3,201002,120,1,201001,120,1,,,,,,,0
10180002,1,201000,140,2,,,,,,,,,,0
10180002,2,201001,140,1,201002,140,1,,,,,,,0
10180002,3,201003,140,1,,,,,,,,,,1
10180003,1,202000,160,2,,,,,,,,,,0
10180003,2,202001,160,1,202002,160,1,,,,,,,0
10180003,3,202003,160,1,202004,160,1,,,,,,,0
10180004,1,202002,180,2,,,,,,,,,,0
10180004,2,202003,180,1,202005,180,1,,,,,,,0
10180004,3,202006,180,1,,,,,,,,,,1
10180005,1,203000,200,2,203001,200,1,,,,,,,0
10180005,2,203002,200,1,203003,200,1,,,,,,,0
10180005,3,203005,200,1,203004,200,1,,,,,,,1
10180006,1,205000,240,2,,,,,,,,,,0
10180006,2,205001,240,1,205002,240,1,,,,,,,0
10180006,3,205003,240,1,205004,240,1,,,,,,,0
10180007,1,205002,260,2,,,,,,,,,,0
10180007,2,205003,260,1,205005,260,1,,,,,,,0
10180007,3,205006,260,1,,,,,,,,,,1
10180008,1,206000,280,2,,,,,,,,,,0
10180008,2,206001,280,1,206002,280,1,,,,,,,0
10180008,3,206003,280,1,206004,280,1,,,,,,,0
10180009,1,206002,300,2,,,,,,,,,,0
10180009,2,206003,300,1,206005,300,1,,,,,,,0
10180009,3,206006,300,1,,,,,,,,,,1
10180010,1,207000,320,2,,,,,,,,,,0
10180010,2,207001,320,1,207002,320,1,,,,,,,0
10180010,3,207003,320,1,207004,320,1,,,,,,,1
10180011,1,207002,360,2,,,,,,,,,,0
10180011,2,207003,360,1,207004,360,1,,,,,,,0
10180011,3,207005,360,1,207006,360,1,,,,,,,0
10180012,1,207004,380,1,207005,380,1,,,,,,,0
10180012,2,207005,380,1,207006,380,1,,,,,,,0
10180012,3,207007,380,1,,,,,,,,,,1
10180013,1,208000,400,2,208001,400,1,,,,,,,0
10180013,2,208002,400,1,208003,400,1,,,,,,,0
10180013,3,208004,400,1,208003,400,1,,,,,,,0
10180014,1,208001,420,2,,,,,,,,,,0
10180014,2,208003,420,1,208005,420,1,,,,,,,0
10180014,3,208006,420,1,,,,,,,,,,1
10180015,1,208002,440,1,208004,440,1,,,,,,,0
10180015,2,208005,440,1,208006,440,1,,,,,,,0
10180015,3,208007,440,1,,,,,,,,,,1
10180016,1,209000,460,1,209001,460,1,,,,,,,0
10180016,2,209002,460,1,209003,460,1,,,,,,,0
10180016,3,209004,460,1,209005,460,1,,,,,,,0
10180017,1,209001,470,1,209002,470,1,,,,,,,0
10180017,2,209003,470,1,209004,470,1,,,,,,,0
10180017,3,209005,470,1,209006,470,1,,,,,,,1
10180018,1,209002,480,2,,,,,,,,,,0
10180018,2,209004,480,1,209005,480,1,,,,,,,0
10180018,3,209006,480,1,209003,480,1,,,,,,,1
10180019,1,209003,490,1,209004,490,1,,,,,,,0
10180019,2,209005,490,1,209006,490,1,,,,,,,0
10180019,3,209007,490,1,,,,,,,,,,1
10180020,1,209004,500,1,209005,500,1,,,,,,,0
10180020,2,209006,500,1,209003,500,1,,,,,,,0
10180020,3,209007,500,1,209006,500,1,,,,,,,1
