id,cost_ap,turn_limit,hp_additional,atk_additional,def_additional,cri_additional,hit_additional,spd_additional,background,bgm,item1,item1_ratio,item1_min,item1_max,item2,item2_ratio,item2_min,item2_max,item3,item3_ratio,item3_min,item3_max,item4,item4_ratio,item4_min,item4_max,item5,item5_ratio,item5_min,item5_max,item6,item6_ratio,item6_min,item6_max,item7,item7_ratio,item7_min,item7_max,item8,item8_ratio,item8_min,item8_max,item9,item9_ratio,item9_min,item9_max,item10,item10_ratio,item10_min,item10_max,min_drop,max_drop
120,5,150,50,60,40,0,20,20,chapter_03_03,bgm_svartalfheim_03,303102,0.1,5,10,303302,0.1,5,10,303402,0.1,5,10,306004,0.5,10,15,306040,0.12,5,10,306044,0.08,5,5,,,,,,,,,,,,,,,,,15,20
121,5,150,50,60,40,0,20,20,chapter_03_01,bgm_svartalfheim_01,303002,0.1,5,10,303102,0.1,5,10,303202,0.1,5,10,306003,0.5,10,15,306040,0.12,5,10,306044,0.08,5,5,,,,,,,,,,,,,,,,,15,20
122,5,150,374,150,266,0,50,90,chapter_03_01,bgm_svartalfheim_01,303002,0.1,5,10,303102,0.1,5,10,303402,0.1,5,10,306052,0.5,10,15,306040,0.12,5,10,306042,0.08,5,5,,,,,,,,,,,,,,,,,15,20
123,5,150,50,60,40,0,20,20,chapter_03_02,bgm_svartalfheim_02,303002,0.1,5,10,303202,0.1,5,10,303402,0.1,5,10,306013,0.5,10,15,306040,0.12,5,10,306043,0.08,5,5,,,,,,,,,,,,,,,,,15,20
124,5,150,50,60,40,0,20,20,chapter_03_01,bgm_svartalfheim_01,303102,0.1,5,10,303202,0.1,5,10,303402,0.1,5,10,306027,0.5,10,15,306040,0.12,5,10,306041,0.08,5,5,,,,,,,,,,,,,,,,,15,20
125,5,150,50,60,40,0,20,20,chapter_03_01,bgm_svartalfheim_01,306040,0.96,10,10,306041,0.01,5,5,306044,0.01,5,5,306043,0.01,5,5,306042,0.01,5,5,,,,,,,,,,,,,,,,,,,,,5,10
126,5,150,50,60,40,0,20,20,chapter_03_02,bgm_svartalfheim_02,303002,0.1,5,10,303101,0.1,5,10,303402,0.1,5,10,306051,0.5,10,15,306040,0.12,5,10,306042,0.08,5,5,,,,,,,,,,,,,,,,,15,20
127,5,150,50,60,40,0,20,20,chapter_03_01,bgm_svartalfheim_01,303101,0.1,5,10,303202,0.1,5,10,303302,0.1,5,10,306013,0.5,10,15,306040,0.12,5,10,306043,0.08,5,5,,,,,,,,,,,,,,,,,15,20
128,5,150,50,60,40,0,20,20,chapter_03_02,bgm_svartalfheim_02,303102,0.1,5,10,303202,0.1,5,10,303302,0.1,5,10,306014,0.5,10,15,306040,0.12,5,10,306043,0.08,5,5,,,,,,,,,,,,,,,,,15,20
129,5,150,50,60,40,0,20,20,chapter_03_01,bgm_svartalfheim_01,303002,0.1,5,10,303202,0.1,5,10,303402,0.1,5,10,306012,0.5,10,15,306040,0.12,5,10,306043,0.08,5,5,,,,,,,,,,,,,,,,,15,20
130,5,150,50,60,40,0,20,20,chapter_03_03,bgm_svartalfheim_03,303002,0.1,5,10,303102,0.1,5,10,303302,0.1,5,10,306031,0.5,10,15,306035,0.12,5,10,306036,0.08,5,5,,,,,,,,,,,,,,,,,15,20
131,5,150,50,60,40,0,20,20,chapter_03_01,bgm_svartalfheim_01,303102,0.1,5,10,303302,0.1,5,10,303402,0.1,5,10,306029,0.5,10,15,306035,0.12,5,10,306036,0.08,5,5,,,,,,,,,,,,,,,,,15,20
132,5,150,50,60,40,0,20,20,chapter_03_01,bgm_svartalfheim_01,303002,0.1,5,10,303202,0.1,5,10,303302,0.1,5,10,306050,0.5,10,15,306040,0.12,5,10,306042,0.08,5,5,,,,,,,,,,,,,,,,,15,20
133,5,150,50,60,40,0,20,20,chapter_03_02,bgm_svartalfheim_02,303102,0.1,5,10,303302,0.1,5,10,303402,0.1,5,10,306030,0.5,10,15,306035,0.12,5,10,306036,0.08,5,5,,,,,,,,,,,,,,,,,15,20
134,5,150,50,60,40,0,20,20,chapter_03_01,bgm_svartalfheim_01,303102,0.1,5,10,303302,0.1,5,10,303402,0.1,5,10,306003,0.5,10,15,306040,0.12,5,10,306044,0.08,5,5,,,,,,,,,,,,,,,,,15,20
135,5,150,100,150,100,0,20,130,chapter_03_01,bgm_svartalfheim_01,303002,0.1,5,10,303202,0.1,5,10,303302,0.1,5,10,306028,0.5,10,15,306035,0.12,5,10,306036,0.08,5,5,,,,,,,,,,,,,,,,,15,20
136,5,150,50,60,40,0,20,20,chapter_03_02,bgm_svartalfheim_02,303102,0.1,5,10,303302,0.1,5,10,303402,0.1,5,10,306026,0.5,10,15,306040,0.12,5,10,306041,0.08,5,5,,,,,,,,,,,,,,,,,15,20
137,5,150,50,60,40,0,20,20,chapter_03_01,bgm_svartalfheim_01,303102,0.1,5,10,303302,0.1,5,10,303402,0.1,5,10,306005,0.5,10,15,306040,0.12,5,10,306044,0.08,5,5,,,,,,,,,,,,,,,,,15,20
138,5,150,50,60,40,0,20,20,chapter_03_02,bgm_svartalfheim_02,303002,0.1,5,10,303200,0.1,5,10,303302,0.1,5,10,306052,0.5,10,15,306040,0.12,5,10,306042,0.08,5,5,,,,,,,,,,,,,,,,,15,20
139,5,150,100,150,200,0,20,130,chapter_03_01,bgm_svartalfheim_01,303102,0.1,5,10,303200,0.1,5,10,303302,0.1,5,10,306004,0.5,10,15,306040,0.12,5,10,306044,0.08,5,5,,,,,,,,,,,,,,,,,15,20
140,5,150,50,60,40,0,20,20,chapter_03_03,bgm_svartalfheim_03,303202,0.1,5,10,303302,0.1,5,10,303402,0.1,5,10,306012,0.5,10,15,306040,0.12,5,10,306043,0.08,5,5,,,,,,,,,,,,,,,,,15,20
141,5,150,50,60,40,0,20,20,chapter_03_01,bgm_svartalfheim_01,303102,0.1,5,10,303202,0.1,5,10,303402,0.1,5,10,306029,0.5,10,15,306035,0.12,5,10,306036,0.08,5,5,,,,,,,,,,,,,,,,,15,20
142,5,150,50,60,40,0,20,20,chapter_03_01,bgm_svartalfheim_01,303102,0.1,5,10,303202,0.1,5,10,303302,0.1,5,10,306051,0.5,10,15,306035,0.12,5,10,306037,0.08,5,5,,,,,,,,,,,,,,,,,15,20
143,5,150,50,60,40,0,20,20,chapter_03_02,bgm_svartalfheim_02,303002,0.1,5,10,303202,0.1,5,10,303302,0.1,5,10,306031,0.5,10,15,306035,0.12,5,10,306036,0.08,5,5,,,,,,,,,,,,,,,,,15,20
144,5,150,50,60,40,0,20,20,chapter_03_01,bgm_svartalfheim_01,303002,0.1,5,10,303202,0.1,5,10,303402,0.1,5,10,306013,0.5,10,15,306040,0.12,5,10,306043,0.08,5,5,,,,,,,,,,,,,,,,,15,20
145,5,150,50,60,40,0,20,20,chapter_03_01,bgm_svartalfheim_01,303002,0.1,5,10,303202,0.1,5,10,303302,0.1,5,10,306012,0.5,10,15,306040,0.12,5,10,306043,0.08,5,5,,,,,,,,,,,,,,,,,15,20
146,5,150,50,60,40,0,20,20,chapter_03_02,bgm_svartalfheim_02,303002,0.1,5,10,303102,0.1,5,10,303302,0.1,5,10,306014,0.5,10,15,306040,0.12,5,10,306043,0.08,5,5,,,,,,,,,,,,,,,,,15,20
147,5,150,100,150,150,0,20,100,chapter_03_01,bgm_svartalfheim_01,303002,0.1,5,10,303302,0.1,5,10,303402,0.1,5,10,306030,0.5,10,15,306035,0.12,5,10,306036,0.08,5,5,,,,,,,,,,,,,,,,,15,20
148,5,150,100,80,150,0,20,100,chapter_03_02,bgm_svartalfheim_02,303002,0.1,5,10,303302,0.1,5,10,303402,0.1,5,10,306003,0.5,10,15,306040,0.12,5,10,306044,0.08,5,5,,,,,,,,,,,,,,,,,15,20
149,5,150,100,100,120,0,20,80,chapter_03_01,bgm_svartalfheim_01,303002,0.1,5,10,303102,0.1,5,10,303302,0.1,5,10,306050,0.5,10,15,306040,0.12,5,10,306042,0.08,5,5,,,,,,,,,,,,,,,,,15,20
150,5,150,100,80,130,0,20,100,chapter_03_03,bgm_svartalfheim_03,303002,0.1,5,10,303102,0.1,5,10,303402,0.1,5,10,306052,0.5,10,15,306040,0.12,5,10,306042,0.08,5,5,,,,,,,,,,,,,,,,,15,20
151,5,150,20,20,100,0,100,317,chapter_04_01,bgm_asgard_01,306035,0.92,10,10,306036,0.02,5,5,306039,0.02,5,5,306038,0.02,5,5,306037,0.02,5,5,,,,,,,,,,,,,,,,,,,,,5,10
152,5,150,20,24,103,0,100,317,chapter_04_01,bgm_asgard_01,303002,0.1,5,10,303202,0.1,5,10,303402,0.1,5,10,306029,0.5,10,15,306035,0.12,5,10,306036,0.08,5,5,,,,,,,,,,,,,,,,,15,20
153,5,150,20,26,106,0,100,317,chapter_04_01,bgm_asgard_01,303002,0.1,5,10,303102,0.1,5,10,303302,0.1,5,10,306030,0.5,10,15,306035,0.12,5,10,306036,0.08,5,5,,,,,,,,,,,,,,,,,15,20
154,5,150,20,28,109,0,100,317,chapter_04_01,bgm_asgard_01,303002,0.1,5,10,303300,0.1,5,10,303402,0.1,5,10,306008,0.5,10,15,306035,0.12,5,10,306039,0.08,5,5,,,,,,,,,,,,,,,,,15,20
155,5,150,10,30,112,0,115,317,chapter_04_01,bgm_asgard_01,303102,0.1,5,10,303202,0.1,5,10,303300,0.1,5,10,306051,0.5,10,15,306035,0.12,5,10,306037,0.08,5,5,,,,,,,,,,,,,,,,,15,20
156,5,150,10,32,115,0,130,317,chapter_04_01,bgm_asgard_01,303102,0.1,5,10,303202,0.1,5,10,303302,0.1,5,10,306006,0.5,10,15,306035,0.12,5,10,306039,0.08,5,5,,,,,,,,,,,,,,,,,15,20
157,5,150,10,34,118,0,145,317,chapter_04_01,bgm_asgard_01,303102,0.1,5,10,303302,0.1,5,10,303402,0.1,5,10,306007,0.5,10,15,306035,0.12,5,10,306039,0.08,5,5,,,,,,,,,,,,,,,,,15,20
158,5,150,10,36,121,0,150,317,chapter_04_01,bgm_asgard_01,303002,0.1,5,10,303102,0.1,5,10,303402,0.1,5,10,306029,0.5,10,15,306035,0.12,5,10,306036,0.08,5,5,,,,,,,,,,,,,,,,,15,20
159,5,150,10,38,124,0,150,321,chapter_04_01,bgm_asgard_01,303002,0.1,5,10,303202,0.1,5,10,303302,0.1,5,10,306007,0.5,10,15,306035,0.12,5,10,306039,0.08,5,5,,,,,,,,,,,,,,,,,15,20
160,5,150,10,40,130,0,150,321,chapter_04_01,bgm_asgard_01,303002,0.1,5,10,303202,0.1,5,10,303402,0.1,5,10,306031,0.5,10,15,306035,0.12,5,10,306036,0.08,5,5,,,,,,,,,,,,,,,,,15,20
161,5,150,21,52,134,0,150,321,chapter_04_01,bgm_asgard_01,303002,0.1,5,10,303102,0.1,5,10,303402,0.1,5,10,306053,0.5,10,15,306035,0.12,5,10,306037,0.08,5,5,,,,,,,,,,,,,,,,,15,20
162,5,150,32,64,138,0,150,321,chapter_04_01,bgm_asgard_01,303002,0.1,5,10,303201,0.1,5,10,303302,0.1,5,10,306016,0.5,10,15,306035,0.12,5,10,306038,0.08,5,5,,,,,,,,,,,,,,,,,15,20
163,5,150,43,76,142,0,150,321,chapter_04_01,bgm_asgard_01,303102,0.1,5,10,303201,0.1,5,10,303402,0.1,5,10,306030,0.5,10,15,306035,0.12,5,10,306036,0.08,5,5,,,,,,,,,,,,,,,,,15,20
164,5,150,54,88,146,0,150,321,chapter_04_01,bgm_asgard_01,303102,0.1,5,10,303202,0.1,5,10,303302,0.1,5,10,306008,0.5,10,15,306035,0.12,5,10,306039,0.08,5,5,,,,,,,,,,,,,,,,,15,20
165,5,150,65,100,150,0,150,321,chapter_04_01,bgm_asgard_01,303002,0.1,5,10,303302,0.1,5,10,303402,0.1,5,10,306054,0.5,10,15,306035,0.12,5,10,306037,0.08,5,5,,,,,,,,,,,,,,,,,15,20
166,5,150,76,112,154,0,150,321,chapter_04_02,bgm_asgard_02,303002,0.1,5,10,303102,0.1,5,10,303402,0.1,5,10,306055,0.5,10,15,306035,0.12,5,10,306037,0.08,5,5,,,,,,,,,,,,,,,,,15,20
167,5,150,87,124,158,0,150,324,chapter_04_02,bgm_asgard_02,303002,0.1,5,10,303102,0.1,5,10,303302,0.1,5,10,306007,0.5,10,15,306035,0.12,5,10,306039,0.08,5,5,,,,,,,,,,,,,,,,,15,20
168,5,150,98,136,162,0,150,302,chapter_04_02,bgm_asgard_02,303002,0.1,5,10,303202,0.1,5,10,303302,0.1,5,10,306030,0.5,10,15,306035,0.12,5,10,306036,0.08,5,5,,,,,,,,,,,,,,,,,15,20
169,5,150,109,148,166,0,150,304,chapter_04_02,bgm_asgard_02,303002,0.1,5,10,303202,0.1,5,10,303302,0.1,5,10,306008,0.5,10,15,306035,0.12,5,10,306039,0.08,5,5,,,,,,,,,,,,,,,,,15,20
170,5,150,120,160,170,0,150,302,chapter_04_02,bgm_asgard_02,303202,0.1,5,10,303302,0.1,5,10,303400,0.1,5,10,306031,0.5,10,15,306035,0.12,5,10,306036,0.08,5,5,,,,,,,,,,,,,,,,,15,20
171,5,150,135,165,173,0,150,342,chapter_04_02,bgm_asgard_02,303102,0.1,5,10,303202,0.1,5,10,303400,0.1,5,10,306006,0.5,10,15,306035,0.12,5,10,306039,0.08,5,5,,,,,,,,,,,,,,,,,15,20
172,5,150,140,170,176,0,150,332,chapter_04_02,bgm_asgard_02,303002,0.1,5,10,303102,0.1,5,10,303302,0.1,5,10,306053,0.5,10,15,306035,0.12,5,10,306037,0.08,5,5,,,,,,,,,,,,,,,,,15,20
173,5,150,145,175,179,0,150,302,chapter_04_02,bgm_asgard_02,303001,0.1,5,10,303202,0.1,5,10,303402,0.1,5,10,306015,0.5,10,15,306035,0.12,5,10,306038,0.08,5,5,,,,,,,,,,,,,,,,,15,20
174,5,150,150,180,182,0,150,349,chapter_04_02,bgm_asgard_02,303001,0.1,5,10,303202,0.1,5,10,303402,0.1,5,10,306017,0.5,10,15,306035,0.12,5,10,306038,0.08,5,5,,,,,,,,,,,,,,,,,15,20
175,5,150,155,185,185,0,150,347,chapter_04_02,bgm_asgard_02,306035,0.88,10,10,306036,0.03,5,5,306039,0.03,5,5,306038,0.03,5,5,306037,0.03,5,5,,,,,,,,,,,,,,,,,,,,,5,10
176,5,150,160,190,188,0,150,291,chapter_04_02,bgm_asgard_02,303102,0.1,5,10,303202,0.1,5,10,303302,0.1,5,10,306029,0.5,10,15,306035,0.12,5,10,306036,0.08,5,5,,,,,,,,,,,,,,,,,15,20
177,5,150,165,195,191,0,150,298,chapter_04_02,bgm_asgard_02,303002,0.1,5,10,303302,0.1,5,10,303402,0.1,5,10,306055,0.5,10,15,306035,0.12,5,10,306037,0.08,5,5,,,,,,,,,,,,,,,,,15,20
178,5,150,170,200,194,0,150,358,chapter_04_02,bgm_asgard_02,303002,0.1,5,10,303202,0.1,5,10,303301,0.1,5,10,306016,0.5,10,15,306035,0.12,5,10,306038,0.08,5,5,,,,,,,,,,,,,,,,,15,20
179,5,150,175,205,197,0,150,331,chapter_04_02,bgm_asgard_02,303102,0.1,5,10,303301,0.1,5,10,303402,0.1,5,10,306054,0.5,10,15,306035,0.12,5,10,306037,0.08,5,5,,,,,,,,,,,,,,,,,15,20
180,5,150,180,210,200,0,150,379,chapter_04_02,bgm_asgard_02,303002,0.1,5,10,303202,0.1,5,10,303402,0.1,5,10,306008,0.5,10,15,306035,0.12,5,10,306039,0.08,5,5,,,,,,,,,,,,,,,,,15,20
181,5,150,185,215,203,0,150,348,chapter_04_02,bgm_asgard_02,303002,0.1,5,10,303302,0.1,5,10,303402,0.1,5,10,306030,0.5,10,15,306035,0.12,5,10,306036,0.08,5,5,,,,,,,,,,,,,,,,,15,20
182,5,150,190,220,206,0,350,388,chapter_04_02,bgm_asgard_02,303002,0.1,5,10,303101,0.1,5,10,303202,0.1,5,10,306016,0.5,10,15,306035,0.12,5,10,306038,0.08,5,5,,,,,,,,,,,,,,,,,15,20
183,5,150,195,225,209,0,350,309,chapter_04_03,bgm_asgard_03,303101,0.1,5,10,303202,0.1,5,10,303302,0.1,5,10,306006,0.5,10,15,306035,0.12,5,10,306039,0.08,5,5,,,,,,,,,,,,,,,,,15,20
184,5,150,200,230,212,0,350,339,chapter_04_03,bgm_asgard_03,303002,0.1,5,10,303102,0.1,5,10,303302,0.1,5,10,306007,0.5,10,15,306035,0.12,5,10,306039,0.08,5,5,,,,,,,,,,,,,,,,,15,20
185,5,150,205,235,215,0,350,323,chapter_04_03,bgm_asgard_03,303002,0.1,5,10,303102,0.1,5,10,303302,0.1,5,10,306053,0.5,10,15,306035,0.12,5,10,306037,0.08,5,5,,,,,,,,,,,,,,,,,15,20
186,5,150,210,240,218,0,350,363,chapter_04_03,bgm_asgard_03,303203,1,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10
187,5,150,215,245,221,0,350,389,chapter_04_03,bgm_asgard_03,303002,0.1,5,10,303203,0.1,5,10,303302,0.1,5,10,306006,0.5,10,15,306035,0.12,5,10,306039,0.08,5,5,,,,,,,,,,,,,,,,,15,20
188,5,150,220,250,224,0,350,430,chapter_04_03,bgm_asgard_03,303002,0.1,5,10,303203,0.1,5,10,303402,0.1,5,10,306015,0.5,10,15,306035,0.12,5,10,306038,0.08,5,5,,,,,,,,,,,,,,,,,15,20
189,5,150,225,255,227,0,350,450,chapter_04_03,bgm_asgard_03,303203,0.1,5,10,303302,0.1,5,10,303402,0.1,5,10,306031,0.5,10,15,306035,0.12,5,10,306036,0.08,5,5,,,,,,,,,,,,,,,,,15,20
190,5,150,230,260,230,0,350,376,chapter_04_03,bgm_asgard_03,303102,0.1,5,10,303302,0.1,5,10,303402,0.1,5,10,306017,0.5,10,15,306035,0.12,5,10,306038,0.08,5,5,,,,,,,,,,,,,,,,,15,20
191,5,150,237,265,234,0,370,412,chapter_04_03,bgm_asgard_03,303002,0.1,5,10,303302,0.1,5,10,303402,0.1,5,10,306055,0.5,10,15,306035,0.12,5,10,306037,0.08,5,5,,,,,,,,,,,,,,,,,15,20
192,5,150,241,270,238,0,390,429,chapter_04_03,bgm_asgard_03,303102,0.1,5,10,303203,0.1,5,10,303302,0.1,5,10,306008,0.5,10,15,306035,0.12,5,10,306039,0.08,5,5,,,,,,,,,,,,,,,,,15,20
193,5,150,245,275,242,0,410,429,chapter_04_03,bgm_asgard_03,303002,0.1,5,10,303102,0.1,5,10,303302,0.1,5,10,306029,0.5,10,15,306035,0.12,5,10,306036,0.08,5,5,,,,,,,,,,,,,,,,,15,20
194,5,150,249,280,246,0,446,367,chapter_04_03,bgm_asgard_03,303203,0.1,5,10,303302,0.1,5,10,303402,0.1,5,10,306015,0.5,10,15,306035,0.12,5,10,306038,0.08,5,5,,,,,,,,,,,,,,,,,15,20
195,5,150,253,285,250,0,466,390,chapter_04_03,bgm_asgard_03,303102,0.1,5,10,303203,0.1,5,10,303302,0.1,5,10,306006,0.5,10,15,306035,0.12,5,10,306039,0.08,5,5,,,,,,,,,,,,,,,,,15,20
196,5,150,257,290,254,0,447,369,chapter_04_03,bgm_asgard_03,303002,0.1,5,10,303302,0.1,5,10,303402,0.1,5,10,306053,0.5,10,15,306035,0.12,5,10,306037,0.08,5,5,,,,,,,,,,,,,,,,,15,20
197,5,150,261,295,258,0,431,357,chapter_04_03,bgm_asgard_03,303002,0.1,5,10,303203,0.1,5,10,303402,0.1,5,10,306054,0.5,10,15,306035,0.12,5,10,306037,0.08,5,5,,,,,,,,,,,,,,,,,15,20
198,5,150,265,300,262,0,403,333,chapter_04_03,bgm_asgard_03,303203,0.1,5,10,303302,0.1,5,10,303402,0.1,5,10,306017,0.5,10,15,306035,0.12,5,10,306038,0.08,5,5,,,,,,,,,,,,,,,,,15,20
199,5,150,269,305,266,0,393,327,chapter_04_03,bgm_asgard_03,303203,0.1,5,10,303302,0.1,5,10,303402,0.1,5,10,306007,0.5,10,15,306035,0.12,5,10,306039,0.08,5,5,,,,,,,,,,,,,,,,,15,20
200,5,150,273,310,270,0,437,364,chapter_04_03,bgm_asgard_03,303002,0.1,5,10,303203,0.1,5,10,303302,0.1,5,10,306029,0.5,10,15,306035,0.12,5,10,306036,0.08,5,5,,,,,,,,,,,,,,,,,15,20
201,5,150,108,198,135,0,432,360,chapter_05_01,bgm_muspelheim_01,303002,0.223,5,5,303102,0.223,5,5,303201,0.223,5,5,306017,0.3,5,10,306045,0.024,5,5,306048,0.007,5,5,,,,,,,,,,,,,,,,,5,10
202,5,150,109,198,135,0,474,395,chapter_05_01,bgm_muspelheim_01,303102,0.223,5,5,303301,0.223,5,5,303401,0.223,5,5,306015,0.3,5,10,306045,0.024,5,5,306048,0.007,5,5,,,,,,,,,,,,,,,,,5,10
203,5,150,109,194,135,0,630,382,chapter_05_02,bgm_muspelheim_02,303102,0.223,5,5,303201,0.223,5,5,303301,0.223,5,5,306055,0.3,5,10,306045,0.024,5,5,306047,0.007,5,5,,,,,,,,,,,,,,,,,5,10
204,5,150,110,194,135,0,616,513,chapter_05_01,bgm_muspelheim_01,303002,0.223,5,5,303201,0.223,5,5,303301,0.223,5,5,306055,0.3,5,10,306045,0.024,5,5,306047,0.007,5,5,,,,,,,,,,,,,,,,,5,10
205,5,150,110,189,135,0,602,501,chapter_05_01,bgm_muspelheim_01,303002,0.223,5,5,303201,0.223,5,5,303401,0.223,5,5,306016,0.3,5,10,306045,0.024,5,5,306048,0.007,5,5,,,,,,,,,,,,,,,,,5,10
206,5,150,111,189,135,0,635,529,chapter_05_02,bgm_muspelheim_02,303002,0.223,5,5,303301,0.223,5,5,303401,0.223,5,5,306017,0.3,5,10,306045,0.024,5,5,306048,0.007,5,5,,,,,,,,,,,,,,,,,5,10
207,5,150,111,185,135,0,662,552,chapter_05_01,bgm_muspelheim_01,303201,0.223,5,5,303301,0.223,5,5,303401,0.223,5,5,306053,0.3,5,10,306045,0.024,5,5,306047,0.007,5,5,,,,,,,,,,,,,,,,,5,10
208,5,150,112,185,135,0,747,623,chapter_05_02,bgm_muspelheim_02,303102,0.223,5,5,303301,0.223,5,5,303401,0.223,5,5,306055,0.3,5,10,306045,0.024,5,5,306047,0.007,5,5,,,,,,,,,,,,,,,,,5,10
209,5,150,112,180,135,0,643,536,chapter_05_01,bgm_muspelheim_01,303002,0.223,5,5,303102,0.223,5,5,303301,0.223,5,5,306015,0.3,5,10,306045,0.024,5,5,306048,0.007,5,5,,,,,,,,,,,,,,,,,5,10
210,5,150,113,180,135,0,714,594,chapter_05_03,bgm_muspelheim_03,303002,0.22,5,5,303102,0.22,5,5,303201,0.22,5,5,306054,0.3,5,10,306045,0.03,5,5,306047,0.01,5,5,,,,,,,,,,,,,,,,,5,10
211,5,150,110,171,135,0,752,626,chapter_05_01,bgm_muspelheim_01,303102,0.22,5,5,303201,0.22,5,5,303401,0.22,5,5,306055,0.3,5,10,306045,0.03,5,5,306047,0.01,5,5,,,,,,,,,,,,,,,,,5,10
212,5,150,112,171,135,0,765,582,chapter_05_01,bgm_muspelheim_01,303002,0.22,5,5,303201,0.22,5,5,303302,0.22,5,5,306016,0.3,5,10,306045,0.03,5,5,306048,0.01,5,5,,,,,,,,,,,,,,,,,5,10
213,5,150,114,171,135,0,810,592,chapter_05_02,bgm_muspelheim_02,303002,0.22,5,5,303102,0.22,5,5,303401,0.22,5,5,306016,0.3,5,10,306045,0.03,5,5,306048,0.01,5,5,,,,,,,,,,,,,,,,,5,10
214,5,150,116,171,135,0,792,578,chapter_05_01,bgm_muspelheim_01,303102,0.22,5,5,303302,0.22,5,5,303401,0.22,5,5,306054,0.3,5,10,306045,0.03,5,5,306047,0.01,5,5,,,,,,,,,,,,,,,,,5,10
215,5,150,117,171,135,0,774,575,chapter_05_01,bgm_muspelheim_01,303201,0.22,5,5,303302,0.22,5,5,303401,0.22,5,5,306015,0.3,5,10,306045,0.03,5,5,306048,0.01,5,5,,,,,,,,,,,,,,,,,5,10
216,5,150,119,171,135,0,810,601,chapter_05_02,bgm_muspelheim_02,303102,0.218,5,5,303202,0.218,5,5,303401,0.218,5,5,306016,0.3,5,10,306045,0.036,5,5,306048,0.01,5,5,,,,,,,,,,,,,,,,,5,10
217,5,150,121,171,135,0,855,644,chapter_05_01,bgm_muspelheim_01,303102,0.218,5,5,303202,0.218,5,5,303302,0.218,5,5,306054,0.3,5,10,306045,0.036,5,5,306047,0.01,5,5,,,,,,,,,,,,,,,,,5,10
218,5,150,123,171,135,0,828,612,chapter_05_02,bgm_muspelheim_02,303002,0.218,5,5,303302,0.218,5,5,303401,0.218,5,5,306017,0.3,5,10,306045,0.036,5,5,306048,0.01,5,5,,,,,,,,,,,,,,,,,5,10
219,5,150,125,171,135,0,855,639,chapter_05_01,bgm_muspelheim_01,303002,0.218,5,5,303202,0.218,5,5,303401,0.218,5,5,306053,0.3,5,10,306045,0.036,5,5,306047,0.01,5,5,,,,,,,,,,,,,,,,,5,10
220,5,150,126,171,135,0,810,648,chapter_05_03,bgm_muspelheim_03,303002,0.217,5,5,303102,0.217,5,5,303202,0.217,5,5,306017,0.3,5,10,306045,0.038,5,5,306048,0.011,5,5,,,,,,,,,,,,,,,,,5,10
221,5,150,190,207,176,0,813,666,chapter_05_01,bgm_muspelheim_01,303202,0.217,5,5,303302,0.217,5,5,303401,0.217,5,5,306017,0.3,5,10,306045,0.038,5,5,306048,0.011,5,5,,,,,,,,,,,,,,,,,5,10
222,5,150,254,242,216,0,890,684,chapter_05_01,bgm_muspelheim_01,303102,0.217,5,5,303302,0.217,5,5,303401,0.217,5,5,306015,0.3,5,10,306045,0.038,5,5,306048,0.011,5,5,,,,,,,,,,,,,,,,,5,10
223,5,150,318,277,257,0,997,702,chapter_05_02,bgm_muspelheim_02,303002,0.217,5,5,303202,0.217,5,5,303302,0.217,5,5,306055,0.3,5,10,306045,0.038,5,5,306047,0.011,5,5,,,,,,,,,,,,,,,,,5,10
224,5,150,382,312,297,0,1020,720,chapter_05_01,bgm_muspelheim_01,303002,0.217,5,5,303202,0.217,5,5,303302,0.217,5,5,306016,0.3,5,10,306045,0.038,5,5,306048,0.011,5,5,,,,,,,,,,,,,,,,,5,10
225,5,150,446,347,338,0,1026,720,chapter_05_01,bgm_muspelheim_01,303102,0.217,5,5,303202,0.217,5,5,303402,0.217,5,5,306016,0.3,5,10,306045,0.038,5,5,306048,0.011,5,5,,,,,,,,,,,,,,,,,5,10
226,5,150,510,382,378,0,1033,720,chapter_05_02,bgm_muspelheim_02,303002,0.217,5,5,303102,0.217,5,5,303302,0.217,5,5,306015,0.3,5,10,306045,0.038,5,5,306048,0.011,5,5,,,,,,,,,,,,,,,,,5,10
227,5,150,574,417,419,0,1039,720,chapter_05_01,bgm_muspelheim_01,303002,0.217,5,5,303102,0.217,5,5,303402,0.217,5,5,306053,0.3,5,10,306045,0.038,5,5,306047,0.011,5,5,,,,,,,,,,,,,,,,,5,10
228,5,150,638,452,459,0,1037,720,chapter_05_02,bgm_muspelheim_02,303102,0.217,5,5,303302,0.217,5,5,303402,0.217,5,5,306017,0.3,5,10,306045,0.038,5,5,306048,0.011,5,5,,,,,,,,,,,,,,,,,5,10
229,5,150,702,487,500,0,1041,723,chapter_05_01,bgm_muspelheim_01,303202,0.217,5,5,303302,0.217,5,5,303402,0.217,5,5,306015,0.3,5,10,306045,0.038,5,5,306048,0.011,5,5,,,,,,,,,,,,,,,,,5,10
230,5,150,765,522,540,0,1044,726,chapter_05_03,bgm_muspelheim_03,303002,0.216,5,5,303102,0.216,5,5,303202,0.216,5,5,306016,0.3,5,10,306045,0.04,5,5,306048,0.012,5,5,,,,,,,,,,,,,,,,,5,10
